narration_id,participant_id,video_id,narration_timestamp,start_timestamp,stop_timestamp,start_frame,stop_frame
P12_101_130,P12,P12_101,00:05:25.152,00:05:24.56,00:05:26.01,16228,16300
P12_101_131,P12,P12_101,00:05:27.041,00:05:26.11,00:05:28.24,16305,16412
P12_101_132,P12,P12_101,00:05:28.142,00:05:27.90,00:05:28.78,16395,16439
P12_101_133,P12,P12_101,00:05:29.002,00:05:28.88,00:05:29.72,16444,16486
P12_101_134,P12,P12_101,00:05:31.404,00:05:30.37,00:05:35.87,16518,16793
P12_101_135,P12,P12_101,00:05:37.561,00:05:35.79,00:05:38.20,16789,16910
P12_101_136,P12,P12_101,00:05:39.160,00:05:38.30,00:05:39.86,16915,16993
P12_101_137,P12,P12_101,00:05:40.662,00:05:39.85,00:05:58.71,16992,17935
P12_101_138,P12,P12_101,00:06:00.460,00:05:58.85,00:06:00.97,17942,18048
P12_101_139,P12,P12_101,00:06:00.644,00:06:00.75,00:06:01.52,18037,18076
P12_101_14,P12,P12_101,00:00:26.221,00:00:25.75,00:00:26.53,1287,1326
P12_101_140,P12,P12_101,00:06:03.127,00:06:02.00,00:06:04.52,18100,18226
P12_101_141,P12,P12_101,00:06:05.046,00:06:04.58,00:06:11.50,18229,18575
P12_101_142,P12,P12_101,00:06:05.276,00:06:04.74,00:06:05.70,18237,18285
P12_101_143,P12,P12_101,00:06:06.361,00:06:06.34,00:06:07.31,18317,18365
P12_101_144,P12,P12_101,00:06:07.222,00:06:06.85,00:06:11.10,18342,18555
P12_101_145,P12,P12_101,00:06:12.561,00:06:12.13,00:06:12.98,18606,18649
P12_101_146,P12,P12_101,00:06:14.841,00:06:14.10,00:06:14.87,18705,18743
P12_101_147,P12,P12_101,00:06:15.084,00:06:14.75,00:06:15.75,18737,18787
P12_101_148,P12,P12_101,00:06:19.403,00:06:18.81,00:06:19.63,18940,18981
P12_101_149,P12,P12_101,00:06:21.120,00:06:19.70,00:06:22.45,18985,19122
P12_101_15,P12,P12_101,00:00:27.342,00:00:26.62,00:00:27.79,1331,1389
P12_101_150,P12,P12_101,00:06:24.504,00:06:22.70,00:06:32.13,19135,19606
P12_101_151,P12,P12_101,00:06:33.123,00:06:31.95,00:06:33.80,19597,19690
P12_101_152,P12,P12_101,00:06:34.982,00:06:34.58,00:06:43.76,19729,20188
P12_101_153,P12,P12_101,00:06:45.441,00:06:44.58,00:06:45.51,20229,20275
P12_101_154,P12,P12_101,00:06:46.844,00:06:45.94,00:06:59.88,20297,20994
P12_101_155,P12,P12_101,00:07:03.202,00:07:02.59,00:07:03.47,21129,21173
P12_101_156,P12,P12_101,00:07:04.041,00:07:03.88,00:07:05.88,21194,21294
P12_101_157,P12,P12_101,00:07:07.260,00:07:06.53,00:07:07.50,21326,21375
P12_101_158,P12,P12_101,00:07:07.614,00:07:07.80,00:07:08.66,21390,21433
P12_101_159,P12,P12_101,00:07:09.244,00:07:08.77,00:07:09.62,21438,21481
P12_101_16,P12,P12_101,00:00:28.243,00:00:27.70,00:00:28.97,1385,1448
P12_101_160,P12,P12_101,00:07:10.483,00:07:09.64,00:07:10.47,21482,21523
P12_101_161,P12,P12_101,00:07:12.203,00:07:11.58,00:07:13.93,21579,21696
P12_101_162,P12,P12_101,00:07:14.402,00:07:13.87,00:07:14.79,21693,21739
P12_101_163,P12,P12_101,00:07:16.363,00:07:15.67,00:07:16.70,21783,21835
P12_101_164,P12,P12_101,00:07:17.708,00:07:17.25,00:07:18.23,21862,21911
P12_101_165,P12,P12_101,00:07:18.721,00:07:18.22,00:07:19.16,21911,21958
P12_101_166,P12,P12_101,00:07:19.401,00:07:19.12,00:07:21.26,21956,22063
P12_101_167,P12,P12_101,00:07:22.201,00:07:21.85,00:07:22.69,22092,22134
P12_101_168,P12,P12_101,00:07:24.406,00:07:22.48,00:07:24.59,22124,22229
P12_101_169,P12,P12_101,00:07:27.204,00:07:26.10,00:07:31.73,22305,22586
P12_101_17,P12,P12_101,00:00:31.660,00:00:29.90,00:00:33.50,1495,1675
P12_101_170,P12,P12_101,00:07:32.603,00:07:31.83,00:07:33.65,22591,22682
P12_101_171,P12,P12_101,00:07:33.964,00:07:33.75,00:07:34.54,22687,22727
P12_101_172,P12,P12_101,00:07:35.321,00:07:34.97,00:07:35.50,22748,22775
P12_101_173,P12,P12_101,00:07:38.982,00:07:35.69,00:07:39.73,22784,22986
P12_101_174,P12,P12_101,00:07:40.482,00:07:39.70,00:07:40.45,22985,23022
P12_101_175,P12,P12_101,00:07:41.480,00:07:40.66,00:07:41.33,23033,23066
P12_101_176,P12,P12_101,00:07:42.543,00:07:41.90,00:08:01.15,23095,24057
P12_101_177,P12,P12_101,00:08:02.501,00:08:01.73,00:08:03.13,24086,24156
P12_101_178,P12,P12_101,00:08:04.201,00:08:03.52,00:08:04.37,24176,24218
P12_101_179,P12,P12_101,00:08:04.602,00:08:04.44,00:08:05.20,24222,24260
P12_101_18,P12,P12_101,00:00:35.702,00:00:34.70,00:00:37.23,1735,1861
P12_101_180,P12,P12_101,00:08:07.522,00:08:06.90,00:08:07.80,24345,24390
P12_101_181,P12,P12_101,00:08:08.621,00:08:07.96,00:08:08.91,24398,24445
P12_101_182,P12,P12_101,00:08:10.722,00:08:10.06,00:08:13.13,24503,24656
P12_101_183,P12,P12_101,00:08:14.263,00:08:13.89,00:08:14.54,24694,24727
P12_101_184,P12,P12_101,00:08:15.224,00:08:14.64,00:08:15.52,24732,24776
P12_101_185,P12,P12_101,00:08:17.207,00:08:16.39,00:08:17.31,24819,24865
P12_101_186,P12,P12_101,00:08:19.468,00:08:18.32,00:08:20.68,24916,25034
P12_101_187,P12,P12_101,00:08:21.481,00:08:21.27,00:08:22.17,25063,25108
P12_101_188,P12,P12_101,00:08:23.484,00:08:23.17,00:08:23.84,25158,25192
P12_101_189,P12,P12_101,00:08:25.581,00:08:24.71,00:08:28.46,25235,25423
P12_101_19,P12,P12_101,00:00:43.084,00:00:41.48,00:00:44.82,2074,2241
P12_101_190,P12,P12_101,00:08:29.542,00:08:27.67,00:08:29.82,25383,25491
P12_101_191,P12,P12_101,00:08:34.620,00:08:33.50,00:08:36.38,25675,25819
P12_101_192,P12,P12_101,00:08:35.083,00:08:33.99,00:08:36.27,25699,25813
P12_101_193,P12,P12_101,00:08:38.668,00:08:37.75,00:08:43.19,25887,26159
P12_101_194,P12,P12_101,00:08:48.163,00:08:43.57,00:08:52.79,26178,26639
P12_101_195,P12,P12_101,00:08:54.603,00:08:53.61,00:08:55.49,26680,26774
P12_101_196,P12,P12_101,00:08:56.608,00:08:55.94,00:09:05.43,26797,27271
P12_101_197,P12,P12_101,00:09:06.541,00:09:05.94,00:09:06.54,27297,27327
P12_101_198,P12,P12_101,00:09:08.242,00:09:06.90,00:09:15.56,27345,27777
P12_101_199,P12,P12_101,00:09:17.140,00:09:16.03,00:09:17.64,27801,27882
P12_101_2,P12,P12_101,00:00:06.721,00:00:06.25,00:00:07.19,312,359
P12_101_20,P12,P12_101,00:00:46.060,00:00:45.48,00:00:46.60,2274,2330
P12_101_200,P12,P12_101,00:09:18.263,00:09:17.36,00:09:17.97,27868,27898
P12_101_201,P12,P12_101,00:09:18.602,00:09:18.07,00:09:28.99,27903,28449
P12_101_202,P12,P12_101,00:09:34.284,00:09:33.49,00:09:34.45,28674,28722
P12_101_203,P12,P12_101,00:09:34.461,00:09:34.21,00:09:35.35,28710,28767
P12_101_204,P12,P12_101,00:09:35.522,00:09:35.50,00:09:36.04,28775,28802
P12_101_205,P12,P12_101,00:09:37.380,00:09:37.30,00:09:37.97,28864,28898
P12_101_206,P12,P12_101,00:09:39.480,00:09:39.28,00:09:42.89,28964,29144
P12_101_207,P12,P12_101,00:09:44.142,00:09:43.80,00:09:44.50,29189,29225
P12_101_208,P12,P12_101,00:09:44.143,00:09:44.20,00:09:44.54,29210,29227
P12_101_209,P12,P12_101,00:09:44.908,00:09:44.31,00:09:45.55,29215,29277
P12_101_21,P12,P12_101,00:00:49.505,00:00:46.63,00:00:49.98,2331,2499
P12_101_210,P12,P12_101,00:09:46.220,00:09:45.52,00:09:46.19,29276,29309
P12_101_211,P12,P12_101,00:09:46.345,00:09:46.53,00:09:50.14,29326,29507
P12_101_212,P12,P12_101,00:09:50.544,00:09:50.24,00:09:51.25,29512,29562
P12_101_213,P12,P12_101,00:09:51.761,00:09:51.74,00:09:52.36,29587,29618
P12_101_214,P12,P12_101,00:09:54.082,00:09:53.02,00:09:54.28,29651,29714
P12_101_215,P12,P12_101,00:09:54.234,00:09:54.24,00:09:55.71,29712,29785
P12_101_216,P12,P12_101,00:09:57.542,00:09:56.90,00:10:00.40,29845,30020
P12_101_217,P12,P12_101,00:10:01.104,00:10:00.62,00:10:01.97,30031,30098
P12_101_218,P12,P12_101,00:10:03.901,00:10:02.54,00:10:03.63,30127,30181
P12_101_219,P12,P12_101,00:10:03.996,00:10:03.88,00:10:59.45,30194,32972
P12_101_22,P12,P12_101,00:00:53.090,00:00:53.01,00:00:55.16,2650,2758
P12_101_220,P12,P12_101,00:11:01.260,00:10:59.67,00:11:08.80,32983,33440
P12_101_221,P12,P12_101,00:11:09.841,00:11:08.90,00:11:10.18,33445,33509
P12_101_222,P12,P12_101,00:11:10.625,00:11:08.98,00:11:10.88,33449,33544
P12_101_223,P12,P12_101,00:11:12.783,00:11:11.59,00:11:14.94,33579,33747
P12_101_224,P12,P12_101,00:11:15.684,00:11:15.24,00:11:16.47,33762,33823
P12_101_225,P12,P12_101,00:11:18.100,00:11:17.54,00:11:18.37,33877,33918
P12_101_226,P12,P12_101,00:11:18.862,00:11:18.42,00:11:19.42,33921,33971
P12_101_227,P12,P12_101,00:11:20.588,00:11:19.72,00:11:22.45,33986,34122
P12_101_228,P12,P12_101,00:11:22.783,00:11:22.51,00:11:23.37,34125,34168
P12_101_229,P12,P12_101,00:11:24.041,00:11:23.26,00:11:24.81,34163,34240
P12_101_23,P12,P12_101,00:00:55.680,00:00:54.84,00:00:56.09,2742,2804
P12_101_230,P12,P12_101,00:11:25.141,00:11:24.47,00:11:25.93,34223,34296
P12_101_231,P12,P12_101,00:11:26.563,00:11:26.03,00:11:36.78,34301,34839
P12_101_232,P12,P12_101,00:11:45.124,00:11:43.80,00:11:44.49,35190,35224
P12_101_233,P12,P12_101,00:11:45.255,00:11:44.47,00:11:47.16,35223,35358
P12_101_234,P12,P12_101,00:11:47.321,00:11:47.23,00:11:47.78,35361,35389
P12_101_235,P12,P12_101,00:11:49.623,00:11:49.30,00:11:50.05,35465,35502
P12_101_236,P12,P12_101,00:11:51.481,00:11:51.03,00:11:51.96,35551,35598
P12_101_237,P12,P12_101,00:11:52.641,00:11:52.48,00:11:53.08,35624,35654
P12_101_238,P12,P12_101,00:11:53.868,00:11:53.73,00:11:58.00,35686,35900
P12_101_239,P12,P12_101,00:11:58.966,00:11:58.76,00:11:59.76,35938,35988
P12_101_24,P12,P12_101,00:01:01.583,00:01:00.94,00:01:01.80,3047,3090
P12_101_240,P12,P12_101,00:12:01.443,00:12:00.89,00:12:01.59,36044,36079
P12_101_241,P12,P12_101,00:12:03.983,00:12:01.56,00:12:06.22,36078,36311
P12_101_242,P12,P12_101,00:12:06.843,00:12:06.14,00:12:07.76,36307,36388
P12_101_243,P12,P12_101,00:12:07.924,00:12:07.65,00:12:08.76,36382,36438
P12_101_244,P12,P12_101,00:12:11.103,00:12:09.95,00:12:11.32,36497,36566
P12_101_245,P12,P12_101,00:12:11.701,00:12:11.42,00:12:13.56,36571,36678
P12_101_246,P12,P12_101,00:12:14.203,00:12:13.66,00:12:14.87,36683,36743
P12_101_247,P12,P12_101,00:12:14.967,00:12:14.95,00:12:15.55,36747,36777
P12_101_248,P12,P12_101,00:12:16.382,00:12:15.72,00:12:37.35,36786,37867
P12_101_249,P12,P12_101,00:12:39.641,00:12:38.89,00:12:39.85,37944,37992
P12_101_25,P12,P12_101,00:01:03.010,00:01:02.12,00:01:05.13,3106,3256
P12_101_250,P12,P12_101,00:12:40.865,00:12:40.20,00:12:41.71,38010,38085
P12_101_251,P12,P12_101,00:12:46.462,00:12:41.76,00:12:45.97,38088,38298
P12_101_252,P12,P12_101,00:12:52.983,00:12:50.16,00:13:00.01,38508,39000
P12_101_253,P12,P12_101,00:13:00.385,00:13:00.19,00:13:15.77,39009,39788
P12_101_254,P12,P12_101,00:13:17.121,00:13:15.70,00:13:18.05,39785,39902
P12_101_255,P12,P12_101,00:13:19.401,00:13:17.92,00:13:20.45,39896,40022
P12_101_256,P12,P12_101,00:13:20.981,00:13:20.36,00:13:21.03,40018,40051
P12_101_257,P12,P12_101,00:13:21.762,00:13:21.53,00:13:33.74,40076,40687
P12_101_258,P12,P12_101,00:13:36.421,00:13:34.72,00:13:38.72,40736,40936
P12_101_259,P12,P12_101,00:13:39.922,00:13:39.08,00:13:40.70,40954,41035
P12_101_26,P12,P12_101,00:01:06.621,00:01:05.99,00:01:06.74,3299,3336
P12_101_260,P12,P12_101,00:13:49.687,00:13:45.97,00:13:48.56,41298,41428
P12_101_261,P12,P12_101,00:13:50.089,00:13:49.74,00:14:00.95,41487,42047
P12_101_262,P12,P12_101,00:14:23.500,00:14:23.09,00:14:23.75,43154,43187
P12_101_263,P12,P12_101,00:14:24.301,00:14:23.83,00:14:24.76,43191,43238
P12_101_264,P12,P12_101,00:14:27.902,00:14:25.09,00:14:37.44,43254,43872
P12_101_265,P12,P12_101,00:14:31.000,00:14:37.51,00:14:42.25,43875,44112
P12_101_266,P12,P12_101,00:14:43.901,00:14:42.33,00:14:45.35,44116,44267
P12_101_267,P12,P12_101,00:14:48.521,00:14:47.45,00:14:52.05,44372,44602
P12_101_268,P12,P12_101,00:14:53.663,00:14:53.25,00:14:53.98,44662,44699
P12_101_269,P12,P12_101,00:14:54.163,00:14:54.04,00:14:55.29,44702,44764
P12_101_27,P12,P12_101,00:01:07.861,00:01:07.45,00:01:08.75,3372,3437
P12_101_270,P12,P12_101,00:14:56.864,00:14:55.75,00:14:57.31,44787,44865
P12_101_271,P12,P12_101,00:14:59.160,00:14:58.44,00:15:09.20,44922,45460
P12_101_272,P12,P12_101,00:15:11.143,00:15:09.25,00:15:17.50,45462,45875
P12_101_273,P12,P12_101,00:15:18.341,00:15:17.93,00:15:18.93,45896,45946
P12_101_274,P12,P12_101,00:15:21.228,00:15:20.96,00:15:21.68,46048,46084
P12_101_275,P12,P12_101,00:15:22.145,00:15:21.64,00:15:22.80,46082,46140
P12_101_276,P12,P12_101,00:15:24.383,00:15:23.84,00:15:24.53,46192,46226
P12_101_277,P12,P12_101,00:15:26.302,00:15:25.10,00:15:31.52,46255,46576
P12_101_278,P12,P12_101,00:15:33.663,00:15:31.83,00:15:34.04,46591,46702
P12_101_279,P12,P12_101,00:15:35.222,00:15:35.18,00:15:35.95,46759,46797
P12_101_28,P12,P12_101,00:01:08.262,00:01:07.96,00:01:09.33,3397,3466
P12_101_280,P12,P12_101,00:15:38.082,00:15:37.70,00:15:42.70,46885,47135
P12_101_281,P12,P12_101,00:15:43.883,00:15:43.38,00:15:44.65,47169,47232
P12_101_282,P12,P12_101,00:15:46.280,00:15:44.73,00:15:59.28,47236,47964
P12_101_283,P12,P12_101,00:16:01.723,00:16:01.31,00:16:03.15,48065,48157
P12_101_284,P12,P12_101,00:16:03.800,00:16:03.16,00:16:33.03,48158,49651
P12_101_285,P12,P12_101,00:16:34.383,00:16:33.71,00:16:34.56,49685,49728
P12_101_286,P12,P12_101,00:16:36.923,00:16:34.91,00:16:36.83,49745,49841
P12_101_287,P12,P12_101,00:16:38.874,00:16:37.86,00:16:39.58,49893,49979
P12_101_288,P12,P12_101,00:16:41.102,00:16:40.50,00:16:43.25,50025,50162
P12_101_289,P12,P12_101,00:16:43.623,00:16:43.36,00:16:45.28,50168,50264
P12_101_29,P12,P12_101,00:01:09.643,00:01:09.43,00:01:10.49,3471,3524
P12_101_290,P12,P12_101,00:16:46.803,00:16:45.88,00:16:47.34,50294,50367
P12_101_291,P12,P12_101,00:16:49.702,00:16:47.45,00:16:58.44,50372,50922
P12_101_292,P12,P12_101,00:17:01.420,00:17:00.38,00:17:01.27,51019,51063
P12_101_293,P12,P12_101,00:17:02.369,00:17:01.83,00:17:02.74,51091,51137
P12_101_294,P12,P12_101,00:17:04.261,00:17:02.82,00:17:11.90,51141,51595
P12_101_295,P12,P12_101,00:17:13.723,00:17:13.31,00:17:15.35,51665,51767
P12_101_296,P12,P12_101,00:17:17.483,00:17:15.09,00:17:23.98,51754,52199
P12_101_297,P12,P12_101,00:17:25.221,00:17:24.82,00:17:26.16,52241,52308
P12_101_298,P12,P12_101,00:17:26.007,00:17:25.59,00:17:26.59,52279,52329
P12_101_299,P12,P12_101,00:17:29.922,00:17:27.60,00:17:30.75,52379,52537
P12_101_3,P12,P12_101,00:00:07.700,00:00:07.20,00:00:08.99,360,449
P12_101_30,P12,P12_101,00:01:13.622,00:01:12.14,00:01:14.31,3607,3715
P12_101_300,P12,P12_101,00:17:31.862,00:17:30.79,00:17:31.79,52539,52589
P12_101_301,P12,P12_101,00:17:33.141,00:17:31.82,00:17:32.73,52591,52636
P12_101_302,P12,P12_101,00:17:33.623,00:17:33.61,00:17:39.26,52680,52963
P12_101_303,P12,P12_101,00:17:41.388,00:17:40.49,00:17:41.54,53024,53077
P12_101_304,P12,P12_101,00:17:42.162,00:17:41.69,00:17:42.53,53084,53126
P12_101_305,P12,P12_101,00:17:43.340,00:17:42.57,00:17:43.53,53128,53176
P12_101_306,P12,P12_101,00:17:45.228,00:17:43.97,00:17:49.92,53198,53496
P12_101_307,P12,P12_101,00:17:51.780,00:17:50.72,00:17:51.86,53536,53592
P12_101_308,P12,P12_101,00:17:52.502,00:17:51.90,00:17:52.34,53595,53616
P12_101_309,P12,P12_101,00:17:52.948,00:17:52.67,00:17:53.66,53633,53683
P12_101_31,P12,P12_101,00:01:15.521,00:01:14.76,00:01:15.56,3738,3778
P12_101_310,P12,P12_101,00:17:55.902,00:17:54.34,00:17:59.24,53716,53962
P12_101_311,P12,P12_101,00:18:03.106,00:18:02.33,00:18:03.68,54116,54184
P12_101_312,P12,P12_101,00:18:04.841,00:18:04.37,00:18:05.71,54218,54285
P12_101_313,P12,P12_101,00:18:22.721,00:18:05.81,00:18:25.10,54290,55254
P12_101_314,P12,P12_101,00:18:25.706,00:18:25.09,00:18:26.62,55254,55330
P12_101_315,P12,P12_101,00:18:28.302,00:18:27.35,00:18:28.82,55367,55441
P12_101_316,P12,P12_101,00:18:42.880,00:18:41.64,00:18:43.11,56082,56155
P12_101_317,P12,P12_101,00:18:44.065,00:18:43.19,00:18:45.36,56159,56267
P12_101_318,P12,P12_101,00:18:45.241,00:18:45.22,00:18:46.52,56261,56326
P12_101_319,P12,P12_101,00:18:46.661,00:18:46.66,00:18:53.11,56333,56655
P12_101_32,P12,P12_101,00:01:16.941,00:01:15.87,00:01:23.68,3793,4184
P12_101_320,P12,P12_101,00:18:52.660,00:18:52.53,00:18:53.33,56626,56666
P12_101_321,P12,P12_101,00:18:53.782,00:18:53.40,00:18:54.77,56670,56738
P12_101_322,P12,P12_101,00:19:00.902,00:18:58.60,00:19:00.83,56929,57041
P12_101_323,P12,P12_101,00:19:02.141,00:18:59.75,00:19:01.42,56987,57071
P12_101_324,P12,P12_101,00:19:04.268,00:19:03.00,00:19:08.54,57150,57427
P12_101_325,P12,P12_101,00:19:09.622,00:19:08.59,00:19:09.94,57429,57497
P12_101_326,P12,P12_101,00:19:10.780,00:19:10.04,00:19:17.31,57502,57865
P12_101_327,P12,P12_101,00:19:26.422,00:19:24.62,00:19:26.84,58230,58341
P12_101_328,P12,P12_101,00:19:31.323,00:19:28.01,00:19:37.96,58400,58898
P12_101_329,P12,P12_101,00:19:41.004,00:19:40.01,00:19:41.54,59000,59077
P12_101_33,P12,P12_101,00:01:23.821,00:01:23.56,00:01:24.53,4178,4226
P12_101_330,P12,P12_101,00:19:41.124,00:19:40.97,00:19:42.11,59048,59105
P12_101_331,P12,P12_101,00:19:41.840,00:19:42.21,00:19:43.20,59110,59160
P12_101_332,P12,P12_101,00:19:53.062,00:19:52.51,00:19:53.31,59625,59665
P12_101_333,P12,P12_101,00:19:53.540,00:19:53.65,00:19:55.66,59682,59783
P12_101_334,P12,P12_101,00:19:55.821,00:19:55.73,00:19:56.30,59786,59815
P12_101_335,P12,P12_101,00:19:57.345,00:19:56.87,00:19:59.37,59843,59968
P12_101_336,P12,P12_101,00:20:00.682,00:20:00.23,00:20:01.39,60011,60069
P12_101_337,P12,P12_101,00:20:00.950,00:20:01.33,00:20:02.22,60066,60111
P12_101_338,P12,P12_101,00:20:03.200,00:20:02.78,00:20:04.17,60139,60208
P12_101_339,P12,P12_101,00:20:05.140,00:20:04.72,00:20:05.69,60236,60284
P12_101_34,P12,P12_101,00:01:25.180,00:01:24.90,00:01:26.27,4245,4313
P12_101_340,P12,P12_101,00:20:08.063,00:20:07.78,00:20:08.70,60389,60435
P12_101_341,P12,P12_101,00:20:08.464,00:20:08.50,00:20:09.19,60425,60459
P12_101_342,P12,P12_101,00:20:10.420,00:20:09.72,00:20:13.55,60486,60677
P12_101_343,P12,P12_101,00:20:10.871,00:20:11.59,00:20:13.28,60579,60664
P12_101_344,P12,P12_101,00:20:16.887,00:20:14.72,00:20:16.47,60736,60823
P12_101_345,P12,P12_101,00:20:23.001,00:20:22.08,00:20:24.48,61104,61224
P12_101_346,P12,P12_101,00:20:26.001,00:20:25.35,00:20:27.11,61267,61355
P12_101_347,P12,P12_101,00:20:28.460,00:20:28.24,00:20:30.53,61412,61526
P12_101_348,P12,P12_101,00:20:32.103,00:20:31.16,00:20:33.09,61558,61654
P12_101_349,P12,P12_101,00:20:35.642,00:20:35.15,00:20:43.70,61757,62185
P12_101_35,P12,P12_101,00:01:30.806,00:01:30.20,00:01:31.86,4510,4593
P12_101_350,P12,P12_101,00:20:47.183,00:20:46.04,00:21:14.83,62302,63741
P12_101_351,P12,P12_101,00:21:20.900,00:21:17.85,00:21:22.71,63892,64135
P12_101_352,P12,P12_101,00:21:27.360,00:21:26.63,00:21:46.38,64331,65319
P12_101_353,P12,P12_101,00:21:54.343,00:21:48.64,00:21:55.62,65432,65781
P12_101_354,P12,P12_101,00:21:56.661,00:21:55.69,00:21:57.56,65784,65878
P12_101_355,P12,P12_101,00:21:57.761,00:21:57.66,00:21:59.11,65883,65955
P12_101_356,P12,P12_101,00:21:59.481,00:21:59.52,00:22:01.58,65976,66079
P12_101_357,P12,P12_101,00:22:05.221,00:22:01.96,00:22:05.88,66098,66294
P12_101_358,P12,P12_101,00:22:09.301,00:22:05.95,00:22:14.69,66297,66734
P12_101_359,P12,P12_101,00:22:15.583,00:22:15.23,00:22:16.32,66761,66816
P12_101_36,P12,P12_101,00:01:32.981,00:01:31.92,00:01:33.43,4596,4671
P12_101_360,P12,P12_101,00:22:18.881,00:22:16.58,00:22:23.14,66829,67157
P12_101_361,P12,P12_101,00:22:23.783,00:22:24.06,00:22:25.11,67203,67255
P12_101_362,P12,P12_101,00:22:26.343,00:22:25.65,00:22:26.55,67282,67327
P12_101_363,P12,P12_101,00:22:27.703,00:22:27.07,00:22:28.26,67353,67413
P12_101_364,P12,P12_101,00:22:29.005,00:22:28.30,00:22:29.45,67415,67472
P12_101_365,P12,P12_101,00:22:29.900,00:22:29.44,00:22:30.65,67472,67532
P12_101_366,P12,P12_101,00:22:31.381,00:22:30.74,00:22:31.56,67537,67578
P12_101_367,P12,P12_101,00:22:32.722,00:22:32.39,00:22:34.38,67619,67719
P12_101_368,P12,P12_101,00:22:37.564,00:22:35.49,00:22:36.74,67774,67837
P12_101_369,P12,P12_101,00:22:39.020,00:22:38.31,00:22:39.63,67915,67981
P12_101_37,P12,P12_101,00:01:34.101,00:01:33.50,00:01:34.70,4675,4735
P12_101_370,P12,P12_101,00:22:39.168,00:22:38.91,00:22:40.79,67945,68039
P12_101_371,P12,P12_101,00:22:41.920,00:22:41.09,00:22:42.65,68054,68132
P12_101_372,P12,P12_101,00:22:43.426,00:22:42.65,00:22:43.82,68132,68191
P12_101_373,P12,P12_101,00:22:46.120,00:22:45.52,00:22:50.51,68276,68525
P12_101_374,P12,P12_101,00:22:51.703,00:22:50.61,00:22:52.49,68530,68624
P12_101_375,P12,P12_101,00:22:56.544,00:22:55.76,00:22:56.79,68788,68839
P12_101_376,P12,P12_101,00:22:58.321,00:22:56.51,00:23:14.54,68825,69727
P12_101_377,P12,P12_101,00:23:16.062,00:23:14.61,00:23:16.74,69730,69837
P12_101_378,P12,P12_101,00:23:18.582,00:23:16.84,00:23:23.86,69842,70193
P12_101_379,P12,P12_101,00:23:26.921,00:23:23.73,00:23:49.23,70186,71461
P12_101_38,P12,P12_101,00:01:35.102,00:01:34.64,00:01:36.69,4732,4834
P12_101_380,P12,P12_101,00:23:52.083,00:23:49.10,00:24:12.40,71455,72620
P12_101_381,P12,P12_101,00:24:20.003,00:24:12.65,00:24:29.67,72632,73483
P12_101_382,P12,P12_101,00:24:53.061,00:24:52.33,00:24:53.35,74616,74667
P12_101_383,P12,P12_101,00:25:01.221,00:25:00.49,00:25:01.63,75024,75081
P12_101_384,P12,P12_101,00:25:02.700,00:25:02.32,00:25:03.12,75116,75156
P12_101_385,P12,P12_101,00:25:08.983,00:25:05.97,00:25:14.68,75298,75734
P12_101_386,P12,P12_101,00:25:17.984,00:25:14.40,00:25:18.21,75720,75910
P12_101_387,P12,P12_101,00:25:21.622,00:25:21.23,00:25:22.50,76061,76125
P12_101_388,P12,P12_101,00:25:22.423,00:25:22.40,00:25:24.63,76120,76231
P12_101_389,P12,P12_101,00:25:24.780,00:25:24.76,00:25:25.63,76238,76281
P12_101_39,P12,P12_101,00:01:36.330,00:01:35.27,00:01:36.60,4763,4830
P12_101_390,P12,P12_101,00:25:27.204,00:25:26.83,00:25:28.03,76341,76401
P12_101_391,P12,P12_101,00:25:30.741,00:25:30.45,00:25:31.70,76522,76585
P12_101_392,P12,P12_101,00:25:31.090,00:25:31.12,00:25:31.96,76556,76598
P12_101_393,P12,P12_101,00:25:32.041,00:25:32.05,00:25:32.72,76602,76636
P12_101_394,P12,P12_101,00:25:36.981,00:25:33.37,00:25:36.98,76668,76849
P12_101_395,P12,P12_101,00:25:37.866,00:25:36.97,00:25:40.04,76848,77002
P12_101_396,P12,P12_101,00:25:42.040,00:25:39.31,00:25:42.20,76965,77110
P12_101_397,P12,P12_101,00:25:44.361,00:25:43.48,00:25:54.22,77174,77711
P12_101_398,P12,P12_101,00:25:56.407,00:25:55.05,00:26:00.34,77752,78017
P12_101_399,P12,P12_101,00:26:07.781,00:26:05.53,00:26:12.74,78276,78637
P12_101_4,P12,P12_101,00:00:10.785,00:00:09.61,00:00:11.98,480,599
P12_101_40,P12,P12_101,00:01:39.221,00:01:36.64,00:01:39.48,4832,4973
P12_101_400,P12,P12_101,00:26:15.421,00:26:14.77,00:26:15.67,78738,78783
P12_101_401,P12,P12_101,00:26:16.102,00:26:15.91,00:26:21.19,78795,79059
P12_101_402,P12,P12_101,00:26:25.560,00:26:24.95,00:26:26.26,79247,79313
P12_101_403,P12,P12_101,00:26:27.383,00:26:26.26,00:26:28.28,79313,79414
P12_101_404,P12,P12_101,00:26:29.602,00:26:28.29,00:26:37.74,79414,79887
P12_101_405,P12,P12_101,00:26:38.742,00:26:38.12,00:26:39.26,79906,79963
P12_101_406,P12,P12_101,00:26:39.222,00:26:39.34,00:26:40.13,79967,80006
P12_101_407,P12,P12_101,00:26:41.804,00:26:41.30,00:26:42.49,80065,80124
P12_101_408,P12,P12_101,00:26:44.200,00:26:42.70,00:26:46.73,80135,80336
P12_101_409,P12,P12_101,00:26:48.545,00:26:46.83,00:26:49.21,80341,80460
