narration_id,narration,verb_class,noun_classes,verb,nouns
P04_116_6,rifle through contents of drawer,48,[8],rifle-through,['content:drawer']
P04_116_66,pick up cutlery from sink,0,"[58, 63]",pick-up,"['cutlery', 'sink']"
P04_116_80,put down salt and pepper,1,"[38, 37]",put-down,"['salt', 'pepper']"
P04_116_83,stir egg in saucepan using spatula,10,"[53, 5, 20]",stir-in,"['egg', 'saucepan', 'spatula']"
P04_116_85,lift saucepan,33,[5],lift,['saucepan']
P04_116_89,tilt saucepan other way,33,[5],tilt,['saucepan']
P04_116_94,look at timer on oven,38,"[111, 46]",look-at,"['timer', 'oven']"
P04_116_98,take cast iron out of oven,12,"[5, 46]",take-out,"['iron:cast', 'oven']"
P04_116_99,put down cast iron pan,1,[5],put-down,['pan:cast:iron']
P04_117_10,push down toaster lever,21,[186],push,['lever:toaster']
P04_117_105,put knife in butter tub,5,"[4, 23]",put-in,"['knife', 'tub:butter']"
P04_117_106,pick up saucepan and spatula,0,"[5, 20]",pick-up,"['saucepan', 'spatula']"
P04_117_107,scoop eggs out of pan with spatula,16,"[53, 5, 20]",scoop-out,"['egg', 'pan', 'spatula']"
P04_117_108,lay eggs on slice of bread,1,"[53, 33]",lay-on,"['egg', 'slice:bread']"
P04_117_109,gather eggs in pan with spatula,63,"[53, 5, 20]",gather-in,"['egg', 'pan', 'spatula']"
P04_117_110,scoop egg out of pan with spatula,16,"[53, 5, 20]",scoop-out,"['egg', 'pan', 'spatula']"
P04_117_111,shake eggs onto slice of bread,15,"[53, 33]",shake-onto,"['egg', 'slice:bread']"
P04_117_112,wipe eggs off spatula using side of pan,2,"[53, 20, 5]",wipe-off,"['egg', 'spatula', 'side:pan']"
P04_117_113,scoop up eggs with spatula,16,"[53, 20]",scoop-up,"['egg', 'spatula']"
P04_117_114,lay eggs onto bread,1,"[53, 33]",lay-onto,"['egg', 'bread']"
P04_117_115,scoop eggs using spatula,16,"[53, 20]",scoop,"['egg', 'spatula']"
P04_117_118,put down spatula in saucepan,1,"[20, 5]",put-down,"['spatula', 'saucepan']"
P04_117_121,grate pepper onto eggs,77,"[37, 53]",grate-onto,"['pepper', 'egg']"
P04_117_123,take slice of bread out of toaster,12,"[33, 186]",take-out,"['slice:bread', 'toaster']"
P04_117_124,turn off toaster,8,[186],turn-off,['toaster']
P04_117_128,pick up tub of butter,0,[23],pick-up,['tub:butter']
P04_117_129,put down tub of butter,1,[23],put-down,['tub:butter']
P04_117_13,plug in toaster,64,[186],plug-in,['toaster']
P04_117_132,scrape butter out of tub using knife,25,"[78, 23, 4]",scrape-out,"['butter', 'tub', 'knife']"
P04_117_147,scoop eggs out of saucepan,16,"[53, 5]",scoop-out,"['egg', 'saucepan']"
P04_117_148,lay eggs on bread,1,"[53, 33]",lay-on,"['egg', 'bread']"
P04_117_15,hold onto bread,34,[33],hold-onto,['bread']
P04_117_154,drop eggs on bread,59,"[53, 33]",drop-on,"['egg', 'bread']"
P04_117_155,scrape off eggs from spatula on side of pan,25,"[53, 20, 5]",scrape-off,"['egg', 'spatula', 'side:pan']"
P04_117_156,scoop eggs out of pan,16,"[53, 5]",scoop-out,"['egg', 'pan']"
P04_117_158,scoop eggs out of pan using spatula,16,"[53, 5, 20]",scoop-out,"['egg', 'pan', 'spatula']"
P04_117_159,scrape eggs off spatula on side of pan,25,"[53, 20, 5]",scrape-off,"['egg', 'spatula', 'side:pan']"
P04_117_16,slide bread in chopping board,61,"[33, 18]",slide,"['bread', 'board:chopping']"
P04_117_160,scoop eggs out onto bread,16,"[53, 33]",scoop-out,"['egg', 'bread']"
P04_117_161,scrape eggs off spatula with side of pan,25,"[53, 20, 5]",scrape-off,"['egg', 'spatula', 'side:pan']"
P04_117_163,put spatula in saucepan,5,"[20, 5]",put-in,"['spatula', 'saucepan']"
P04_117_166,grate pepper onto bread and eggs,77,"[37, 33, 53]",grate-onto,"['pepper', 'bread', 'egg']"
P04_117_18,slide bread,61,[33],slide,['bread']
P04_117_23,turn around bread,23,[33],turn-around,['bread']
P04_117_26,pull slice away from loaf of bread,31,[33],pull,['loaf:bread']
P04_117_27,try to put bread in toaster,5,"[33, 186]",put-in,"['bread', 'toaster']"
P04_117_31,turn bread around,23,[33],turn,['bread']
P04_117_32,put in bread,5,[33],put-in,['bread']
P04_117_37,stir eggs in saucepan using spatula,10,"[53, 5, 20]",stir-in,"['egg', 'saucepan', 'spatula']"
P04_117_39,let go of saucepan,79,[5],let,['saucepan']
P04_117_47,push bread away with knife,21,"[33, 4]",push,"['bread', 'knife']"
P04_117_48,cut crust of bread,7,[33],cut,['crust:bread']
P04_117_53,put down yoghurt lid,1,[6],put-down,['lid:yoghurt']
P04_117_55,put down slice of bread,1,[33],put-down,['slice:bread']
P04_117_58,hold knife halfway along slice of bread,34,"[4, 33]",hold-along,"['knife', 'slice:bread']"
P04_117_6,move bread slice away from bread,11,"[33, 33]",move,"['slice:bread', 'bread']"
P04_117_61,take lid off pepper,12,"[6, 37]",take-off,"['lid', 'pepper']"
P04_117_63,grind pepper into saucepan,49,"[37, 5]",grind-into,"['pepper', 'saucepan']"
P04_117_68,tap spatula on side of saucepan,32,"[20, 5]",tap-on,"['spatula', 'side:saucepan']"
P04_117_72,pull end of slice of bread,31,[33],pull,['slice:bread']
P04_117_73,eat end of bread,35,[33],eat,['end:bread']
P04_117_74,put down piece of bread,1,[33],put-down,['piece:bread']
P04_117_76,put loaf of bread on cooling rack,1,"[33, 110]",put-on,"['loaf:bread', 'rack:cooling']"
P04_117_77,take bread out of toaster,12,"[33, 186]",take-out,"['bread', 'toaster']"
P04_117_82,put slice of bread in toaster,5,"[33, 186]",put-in,"['slice:bread', 'toaster']"
P04_117_84,rearrange slices of bread on chopping board,40,"[33, 18]",rearrange,"['slice:bread', 'board:chopping']"
P04_117_86,put slice of bread on plate,1,"[33, 2]",put-on,"['slice:bread', 'plate']"
P04_117_87,move slice of bread on chopping board,11,"[33, 18]",move-on,"['slice:bread', 'board:chopping']"
P04_117_94,pick up slices of bread,0,[33],pick-up,['slice:bread']
P04_118_1,fill up water bottle,26,[15],fill-up,['bottle:water']
P04_118_15,put down measuring spoon,1,[1],put-down,['spoon:measuring']
P04_118_16,wipe crumbs onto chopping board,2,"[54, 18]",wipe-onto,"['crumb', 'board:chopping']"
P04_118_18,wipe crumbs into food bin,2,"[54, 36]",wipe-into,"['crumb', 'bin:food']"
P04_118_19,close lid of food bin,4,[6],close,['lid:food:bin']
P04_118_22,move coffee cup,11,[13],move,['cup:coffee']
P04_118_27,take instruction booklet,0,[140],take,['booklet:instruction']
P04_118_28,look through instruction booklet,38,[140],look-through,['booklet:instruction']
P04_118_29,fold over instruction booklet,28,[140],fold-over,['booklet:instruction']
P04_118_30,read instruction booklet,38,[140],read,['booklet:instruction']
P04_118_31,put down instruction booklet,1,[140],put-down,['booklet:instruction']
P04_118_33,take out bag,12,[19],take-out,['bag']
P04_118_37,pick up tablet,0,[171],pick-up,['tablet']
P04_118_38,drop rubbish,59,[54],drop,['rubbish']
P04_118_39,pop out tablet,12,[171],pop-out,['tablet']
P04_118_4,screw cap on water bottle,78,"[118, 15]",screw,"['cap', 'bottle:water']"
P04_118_40,move containers,11,[21],move,['container']
P04_118_45,move utensils,11,[154],move,['utensil']
P04_118_46,pick up thermometer,0,[166],pick-up,['thermometer']
P04_118_48,put down thermometer,1,[166],put-down,['thermometer']
P04_118_49,read instructions,38,[149],read,['instruction']
P04_118_5,put down water bottle,1,[15],put-down,['bottle:water']
P04_118_50,turn over recipe booklet,22,[140],turn-over,['booklet:recipe']
P04_118_53,pick up rubber glove,0,[60],pick-up,['glove:rubber']
P04_118_54,put down rubber glove,1,[60],put-down,['glove:rubber']
P04_118_6,look at phone,38,[165],look-at,['phone']
P04_118_8,stretch out hand,50,[11],stretch-out,['hand']
P04_118_9,put away phone,1,[165],put-away,['phone']
P04_119_1,throw down rubber glove,13,[60],throw-down,['glove:rubber']
P04_119_10,wash rubber gloves,2,[60],wash,['glove:rubber']
P04_119_103,measure granules with spoon,69,"[138, 1]",measure,"['granule', 'spoon']"
P04_119_107,spoon granules into ramekin,16,"[138, 7]",spoon-into,"['granule', 'ramekin']"
P04_119_120,squeeze bag shut,18,[19],squeeze,['shut:bag']
P04_119_13,rinse rubber gloves,2,[60],rinse,['glove:rubber']
P04_119_132,scratch stomach,55,[149],scratch,['instruction']
P04_119_133,pull bit off tshirt,0,[73],pull-off,['tshirt']
P04_119_137,partially close cupboard,4,[3],close,['cupboard']
P04_119_140,move pan lid,11,[6],move,['lid:pan']
P04_119_141,move spatula and knife,11,"[20, 4]",move,"['spatula', 'knife']"
P04_119_142,flick up dishwasher glass holder,11,[135],flick-up,['holder:dishwasher:glass']
P04_119_146,transfer pan to other hand,11,"[5, 11]",transfer-to,"['pan', 'hand:other']"
P04_119_148,dry pan with tea towel,14,"[5, 52]",dry-with,"['pan', 'towel:tea']"
P04_119_15,pull fingers of rubber gloves,31,[60],pull,['finger:rubber:glove']
P04_119_152,dry inside of pan,14,[5],dry,['pan']
P04_119_156,unscrew lid from milk bottle,71,"[6, 15]",unscrew-from,"['lid', 'bottle:milk']"
P04_119_157,pour milk into saucepan,9,"[64, 5]",pour-into,"['milk', 'saucepan']"
P04_119_158,smell milk bottle,75,[15],smell,['bottle:milk']
P04_119_159,screw cap on milk bottle,78,"[118, 15]",screw,"['cap', 'bottle:milk']"
P04_119_169,tip milk from saucepan into wok,9,"[64, 5, 5]",tip-from,"['milk', 'saucepan', 'wok']"
P04_119_17,take off rubber glove,12,[60],take-off,['glove:rubber']
P04_119_172,rinse milk from saucepan,2,"[64, 5]",rinse-from,"['milk', 'saucepan']"
P04_119_177,pick bit out of saucepan,12,[5],pick-out,['saucepan']
P04_119_180,unscrew lid of milk bottle,71,[118],unscrew,['lid:milk:bottle']
P04_119_181,push grinder away from saucepan,21,"[50, 5]",push,"['grinder', 'saucepan']"
P04_119_182,put down milk bottle lid,1,[118],put-down,['lid:milk:bottle']
P04_119_183,peel film off top of milk bottle,19,"[100, 15]",peel-off,"['film', 'top:milk:bottle']"
P04_119_186,pour milk into pan,9,"[64, 5]",pour-into,"['milk', 'pan']"
P04_119_187,look inside milk bottle,48,[15],look-inside,['bottle:milk']
P04_119_190,hold milk bottle over pan,34,"[15, 5]",hold-over,"['bottle:milk', 'pan']"
P04_119_191,tap milk bottle,32,[15],tap,['bottle:milk']
P04_119_194,pick up other milk bottle,0,[15],pick-up,['bottle:milk']
P04_119_195,turn milk bottle upside down,23,[15],turn,['bottle:milk']
P04_119_197,catch milk bottle,0,[15],catch,['bottle:milk']
P04_119_199,pick up milk bottle lid,0,[118],pick-up,['lid:milk:bottle']
P04_119_2,put on rubber glove,1,[60],put-on,['glove:rubber']
P04_119_20,dry rubber gloves,14,[60],dry,['glove:rubber']
P04_119_200,screw lid onto milk bottle,4,"[6, 15]",screw-onto,"['lid', 'bottle:milk']"
P04_119_202,squeeze milk bottle,18,[15],squeeze,['bottle:milk']
P04_119_203,hit end of milk bottle with hand,32,"[15, 11]",hit-with,"['end:milk:bottle', 'hand']"
P04_119_209,hold hand over kettle spout to measure temperature,34,"[11, 44, 65]",hold-over,"['hand', 'spout:kettle', 'temperature:measure']"
P04_119_21,put down rubber gloves,1,[60],put-down,['glove:rubber']
P04_119_210,pour water into measuring spoon,9,"[27, 1]",pour-into,"['water', 'spoon:measuring']"
P04_119_212,feel water with finger,54,"[27, 11]",feel,"['water', 'finger']"
P04_119_215,put kettle on stand,1,"[44, 249]",put-on,"['kettle', 'stand']"
P04_119_216,rotate wok handle,23,[191],rotate,['handle:wok']
P04_119_22,wipe hand with tea towel,2,"[11, 52]",wipe-with,"['hand', 'towel:tea']"
P04_119_229,dry spatula with tea towel,14,"[20, 52]",dry-with,"['spatula', 'towel:tea']"
P04_119_235,feel temperature of water in spoon,54,"[65, 1]",feel,"['temperature:water', 'spoon']"
P04_119_24,tilt instructions forward,33,[149],tilt,['instruction']
P04_119_241,pour water into ramekin,9,"[27, 7]",pour-into,"['water', 'ramekin']"
P04_119_243,put teaspoon in ramekin,5,"[1, 7]",put-in,"['teaspoon', 'ramekin']"
P04_119_244,stir granules and water in ramekin to dissolve,10,"[138, 27, 7]",stir,"['granule', 'water', 'ramekin']"
P04_119_248,pour water from kettle into spoon,9,"[27, 44, 1]",pour-from,"['water', 'kettle', 'spoon']"
P04_119_250,stir mixture in ramekin with spoon,10,"[71, 7, 1]",stir,"['mixture', 'ramekin', 'spoon']"
P04_119_254,unsheathe thermometer,12,[166],unsheathe,['thermometer']
P04_119_255,feel end of thermometer,54,[166],feel,['end:thermometer']
P04_119_256,put thermometer in saucepan,5,"[166, 5]",put-in,"['thermometer', 'saucepan']"
P04_119_257,put down thermometer cover,1,[89],put-down,['cover:thermometer']
P04_119_26,pick up instructions,0,[149],pick-up,['instruction']
P04_119_260,stir mixture in ramekin,10,"[71, 7]",stir,"['mixture', 'ramekin']"
P04_119_261,tilt ramekin,33,[7],tilt,['ramekin']
P04_119_262,tap spoon against ramekin,32,"[1, 7]",tap,"['spoon', 'ramekin']"
P04_119_263,move spoon in mixture in ramekin,11,"[1, 71, 7]",move,"['spoon', 'mixture', 'ramekin']"
P04_119_265,pour mixture into milk in pan,9,"[71, 64, 5]",pour-into,"['mixture', 'milk', 'pan']"
P04_119_267,pull spatula through mixture in pan,31,"[20, 71, 5]",pull-through,"['spatula', 'mixture', 'pan']"
P04_119_269,feel temperature of milk,54,[65],feel,['temperature:milk']
P04_119_27,turn over instructions,22,[149],turn-over,['instruction']
P04_119_270,drag spatula through milk in pan,25,"[20, 64, 5]",drag-through,"['spatula', 'milk', 'pan']"
P04_119_273,take lid off milk bottle,12,"[6, 15]",take-off,"['lid', 'bottle:milk']"
P04_119_274,shake milk bottle over pan,15,"[15, 5]",shake-over,"['bottle:milk', 'pan']"
P04_119_275,put lid on milk bottle,1,"[6, 15]",put-on,"['lid', 'bottle:milk']"
P04_119_276,screw lid tight,78,[6],screw,['lid']
P04_119_278,tap milk bottle on counter,32,"[15, 42]",tap-on,"['bottle:milk', 'counter']"
P04_119_28,put down instructions,1,[149],put-down,['instruction']
P04_119_281,unscrew milk bottle,71,[15],unscrew,['bottle:milk']
P04_119_282,empty milk from milk bottle into pan,20,"[64, 15, 5]",empty,"['milk', 'bottle:milk', 'pan']"
P04_119_289,adjust thermometer,17,[166],adjust,['thermometer']
P04_119_29,try to pick up knife,0,[4],pick-up,['knife']
P04_119_31,put down knife on chopping board,1,"[4, 18]",put-down,"['knife', 'board:chopping']"
P04_119_32,pick up rennet tablets,0,[171],pick-up,['tablet:rennet']
P04_119_33,pop rennet tablet out of packaging,12,"[171, 26]",pop-out,"['tablet:rennet', 'packaging']"
P04_119_34,pick up rennet tablet,0,[171],pick-up,['tablet:rennet']
P04_119_35,put part of tablet on chopping board,1,"[171, 18]",put-on,"['part:tablet', 'board:chopping']"
P04_119_37,hold rennet tablet,34,[171],hold,['tablet:rennet']
P04_119_38,cut rennet tablet,7,[171],cut,['tablet:rennet']
P04_119_40,pick up chunk of rennet tablet,0,[171],pick-up,['chunk:rennet:tablet']
P04_119_41,put down chunk of rennet tablet,1,[171],put-down,['chunk:rennet:tablet']
P04_119_43,pick up rennet tablet crumbs,0,[171],pick-up,['crumb:rennet:tablet']
P04_119_44,drop crumbs into sink,5,"[54, 63]",drop-into,"['crumb', 'sink']"
P04_119_46,fold over file,28,[49],fold-over,['file']
P04_119_47,put tablets in box,5,"[171, 23]",put-in,"['tablet', 'box']"
P04_119_49,turn kettle,23,[44],turn,['kettle']
P04_119_5,squeeze soap onto rubber glove,18,"[22, 60]",squeeze-onto,"['soap', 'glove:rubber']"
P04_119_51,catch water bottle,0,[15],catch,['bottle:water']
P04_119_52,straighten water bottle,40,[15],straighten,['bottle:water']
P04_119_6,lather gloves,2,[60],lather,['glove']
P04_119_66,take ramekin,0,[7],take,['ramekin']
P04_119_72,dry ramekin with tea towel,14,"[7, 52]",dry,"['ramekin', 'towel:tea']"
P04_119_75,press button on kettle,21,"[92, 44]",press,"['button', 'kettle']"
P04_119_76,pick up kettle lead,0,[204],pick-up,['lead:kettle']
P04_119_78,take kettle plug,0,[153],take,['plug:kettle']
P04_119_8,lather rubber gloves,2,[60],lather,['glove:rubber']
P04_119_81,take milk bottle,0,[15],take,['bottle:milk']
P04_119_84,take corn sausages,0,[86],take,['sausage:corn']
P04_119_85,pick up quorn cocktail sausage,0,[86],pick-up,['sausage:quorn:cocktail']
P04_119_86,eat quorn cocktail sausage,35,[86],eat,['sausage:quorn:cocktail']
P04_119_87,put quorn sausages in fridge,5,"[86, 12]",put-in,"['sausage:quorn', 'fridge']"
P04_119_89,take bite of quorn sausage,0,"[34, 86]",take,"['bite', 'sausage:quorn']"
P04_119_90,rotate milk bottle,23,[15],rotate,['bottle:milk']
P04_119_98,pick up rennet tablet portion,0,[171],pick-up,['portion:rennet:tablet']
P04_119_99,put portion of rennet tablet in ramekin,5,"[171, 7]",put-in,"['portion:rennet:tablet', 'ramekin']"
P04_11_16,pick up chorizo,0,[86],pick-up,['chorizo']
P04_11_17,cook chorizo,45,[86],cook,['chorizo']
P04_11_18,put chorizo in packet,5,"[86, 26]",put-in,"['chorizo', 'packet']"
P04_11_19,slice chorizo,7,[86],slice,['chorizo']
P04_11_20,still slicing chorizo,7,[86],slice,['chorizo']
P04_11_22,rinse rice measurer,2,[10],rinse,['measurer:rice']
P04_11_3,pull out chorizo,31,[86],pull-out,['chorizo']
P04_11_4,cut chorizo,7,[86],cut,['chorizo']
P04_120_1,pull spatula through milk,31,"[20, 64]",pull-through,"['spatula', 'milk']"
P04_120_10,stir mixture in ramekin with teaspoon,10,"[71, 7, 1]",stir,"['mixture', 'ramekin', 'teaspoon']"
P04_120_100,screw milk bottle lid tight,78,[15],screw,['bottle:milk']
P04_120_107,put tea towel back on oven door,1,"[52, 46]",put-on,"['towel:tea', 'door:oven']"
P04_120_109,scrape cream off side of wok,25,"[143, 5]",scrape,"['cream', 'side:wok']"
P04_120_11,crush rennet tablet with back of teaspoon,49,"[171, 1]",crush-with,"['tablet:rennet', 'back:teaspoon']"
P04_120_113,read thermometer,38,[166],read,['thermometer']
P04_120_114,put thermometer into milk,5,"[166, 64]",put-into,"['thermometer', 'milk']"
P04_120_120,turn off dishwasher,8,[70],turn-off,['dishwasher']
P04_120_126,put bread knife in knife holder,5,[135],put-in,['holder:bread:knife']
P04_120_129,pick up plate bowl,0,[7],pick-up,['bowl:plate']
P04_120_130,wipe plate bowl with hand,2,"[7, 11]",wipe-with,"['bowl:plate', 'hand']"
P04_120_132,put plate bowl in cupboard,5,"[7, 3]",put-in,"['bowl:plate', 'cupboard']"
P04_120_135,fill ramekin with water,26,"[7, 27]",fill,"['ramekin', 'water']"
P04_120_136,empty water from ramekin,20,"[27, 7]",empty,"['water', 'ramekin']"
P04_120_138,wipe ramekin with sponge,2,"[7, 9]",wipe,"['ramekin', 'sponge']"
P04_120_139,rinse ramekin with water,2,"[7, 27]",rinse,"['ramekin', 'water']"
P04_120_14,drag spatula through milk,25,"[20, 64]",drag-through,"['spatula', 'milk']"
P04_120_142,transfer ramekin to other hand,11,"[7, 11]",transfer-to,"['ramekin', 'hand:other']"
P04_120_147,put ramekin in cupboard,5,"[7, 3]",put-in,"['ramekin', 'cupboard']"
P04_120_155,pick up tea towel from floor,0,"[52, 159]",pick-up,"['towel:tea', 'floor']"
P04_120_156,dry saucepan with tea towel,14,"[5, 52]",dry,"['saucepan', 'towel:tea']"
P04_120_163,put saucepan lid in cupboard,5,"[6, 3]",put-in,"['lid:saucepan', 'cupboard']"
P04_120_165,inspect saucepan,24,[5],inspect,['saucepan']
P04_120_167,dry inside of saucepan with tea towel,14,"[5, 52]",dry-with,"['saucepan', 'towel:tea']"
P04_120_168,turn over saucepan,22,[5],turn-over,['saucepan']
P04_120_169,dry bottom of saucepan with tea towel,14,"[5, 52]",dry-with,"['bottom:saucepan', 'towel:tea']"
P04_120_173,put bowl on stack of bowls in cupboard,1,"[7, 7, 3]",put-on,"['bowl', 'stack:bowl', 'cupboard']"
P04_120_175,rotate rolling pin,23,[136],rotate,['pin:rolling']
P04_120_178,put rolling pin in drawer,5,"[136, 8]",put-in,"['pin:rolling', 'drawer']"
P04_120_183,dry plates with tea towel,14,"[2, 52]",dry,"['plate', 'towel:tea']"
P04_120_187,put down plate bowl,1,[7],put-down,['bowl:plate']
P04_120_19,look at thermometer,38,[166],look-at,['thermometer']
P04_120_194,stack plates,40,[2],stack,['plate']
P04_120_196,put plates on stack of plates,1,"[2, 2]",put-on,"['plate', 'stack:plate']"
P04_120_199,stack plate bowl in cupboard,40,"[7, 3]",stack-in,"['bowl:plate', 'cupboard']"
P04_120_201,lift plates,33,[2],lift,['plate']
P04_120_202,slide plates under plates in cupboard,61,"[2, 2, 3]",slide,"['plate', 'plate', 'cupboard']"
P04_120_205,pull spatula through milk in pan,31,"[20, 64, 5]",pull-through,"['spatula', 'milk', 'pan']"
P04_120_208,shake baking tray,15,[35],shake,['tray:baking']
P04_120_210,dry baking tray,14,[35],dry,['tray:baking']
P04_120_212,slide baking tray into cupboard,5,"[35, 3]",slide-into,"['tray:baking', 'cupboard']"
P04_120_214,inspect chopping board,24,[18],inspect,['board:chopping']
P04_120_216,look in sink,24,[63],look-in,['sink']
P04_120_218,lift baking tray,33,[35],lift,['tray:baking']
P04_120_221,pick up scourer,0,[9],pick-up,['scourer']
P04_120_222,rub chopping board with scourer,55,"[18, 9]",rub-with,"['board:chopping', 'scourer']"
P04_120_223,put down scourer,1,[9],put-down,['scourer']
P04_120_225,look at bottom of sponge,38,[9],look-at,['bottom:sponge']
P04_120_230,wipe chopping board with tea towel,2,"[18, 52]",wipe-with,"['board:chopping', 'towel:tea']"
P04_120_232,slide tea towel onto trolley,5,"[52, 247]",slide-onto,"['towel:tea', 'trolley']"
P04_120_235,wipe pan with tea towel,2,"[5, 52]",wipe-with,"['pan', 'towel:tea']"
P04_120_236,wipe bottom of pan with tea towel,2,"[5, 52]",wipe-with,"['bottom:pan', 'towel:tea']"
P04_120_239,throw bit into sink,13,[63],throw-into,['sink']
P04_120_240,pull bit off oven dish,0,[35],pull-off,['dish:oven']
P04_120_246,dry oven dish with tea towel,14,"[35, 52]",dry,"['dish:oven', 'towel:tea']"
P04_120_25,take top off water bottle,0,[15],take,['bottle:water']
P04_120_250,stack oven dish on other oven dish,40,"[35, 35]",stack,"['dish:oven', 'dish:oven']"
P04_120_253,move spatula through milk in pan,11,"[20, 64, 5]",move-through,"['spatula', 'milk', 'pan']"
P04_120_256,read temperature on thermometer,38,"[65, 166]",read,"['temperature', 'thermometer']"
P04_120_257,look closer at thermometer,38,[166],look-at,['thermometer']
P04_120_262,take cutlery holder from dishwasher,0,"[135, 70]",take-from,"['holder:cutlery', 'dishwasher']"
P04_120_265,put forks in drawer,5,"[14, 8]",put-in,"['fork', 'drawer']"
P04_120_27,put top on water bottle,1,"[42, 15]",put-on,"['top', 'bottle:water']"
P04_120_272,put pastry brush in drawer,5,"[103, 8]",put-in,"['brush:pastry', 'drawer']"
P04_120_275,pick up tablespoon,0,[1],pick-up,['tablespoon']
P04_120_276,put tablespoon in drawer,5,"[1, 8]",put-in,"['tablespoon', 'drawer']"
P04_120_282,put chopstick in drawer,5,"[80, 8]",put-in,"['chopstick', 'drawer']"
P04_120_284,put scissors in drawer,5,"[79, 8]",put-in,"['scissors', 'drawer']"
P04_120_294,look at tablespoon,38,[1],look-at,['tablespoon']
P04_120_295,put tablespoon on counter,1,"[1, 42]",put-on,"['tablespoon', 'counter']"
P04_120_299,put knife in knife holder,5,"[4, 135]",put-in,"['knife', 'holder:knife']"
P04_120_31,turn over instruction booklet,22,[140],turn-over,['booklet:instruction']
P04_120_313,put cutlery holder in dishwasher,5,"[135, 70]",put-in,"['holder:cutlery', 'dishwasher']"
P04_120_317,wipe measuring spoon with sponge,2,"[1, 9]",wipe,"['spoon:measuring', 'sponge']"
P04_120_320,shake measuring spoon,15,[1],shake,['spoon:measuring']
P04_120_322,wipe spoon with tea towel,2,"[1, 52]",wipe-with,"['spoon', 'towel:tea']"
P04_120_328,pull tea towel out of bowl,31,"[52, 7]",pull-out,"['towel:tea', 'bowl']"
P04_120_329,shake tea towel into sink,9,"[52, 63]",shake-into,"['towel:tea', 'sink']"
P04_120_330,wipe tea towel with hand,2,"[52, 11]",wipe-with,"['towel:tea', 'hand']"
P04_120_336,stir milk in pan with spatula,10,"[64, 5, 20]",stir-in,"['milk', 'pan', 'spatula']"
P04_120_337,lift spatula out of milk,33,"[20, 64]",lift-out,"['spatula', 'milk']"
P04_120_338,stir milk in pan using spatula,10,"[64, 5, 20]",stir-in,"['milk', 'pan', 'spatula']"
P04_120_341,shake thermometer,15,[166],shake,['thermometer']
P04_120_346,pour mixture from ramekin into saucepan,9,"[71, 7, 5]",pour-from,"['mixture', 'ramekin', 'saucepan']"
P04_120_353,move pan away from hob,11,[24],move,['hob']
P04_120_360,tap spatula on side of pan,32,"[20, 5]",tap-on,"['spatula', 'side:pan']"
P04_120_361,rest spatula against side of pan,1,"[20, 5]",rest-against,"['spatula', 'side:pan']"
P04_120_364,put thermometer in milk,5,"[166, 64]",put-in,"['thermometer', 'milk']"
P04_120_365,rotate thermometer,23,[166],rotate,['thermometer']
P04_120_366,read thermometer temperature,38,[65],read,['temperature:thermometer']
P04_120_367,lift thermometer out of milk,33,"[166, 64]",lift,"['thermometer', 'milk']"
P04_120_371,move spatula around pan,11,"[20, 5]",move-around,"['spatula', 'pan']"
P04_120_372,lift spatula out of pan,33,"[20, 5]",lift-out,"['spatula', 'pan']"
P04_120_40,pick up tablet packet,0,[26],pick-up,['packet:tablet']
P04_120_41,look at tablet packet,38,[26],look-at,['packet:tablet']
P04_120_42,turn over tablet packet,22,[26],turn-over,['packet:tablet']
P04_120_44,put down tablet packet,1,[26],put-down,['packet:tablet']
P04_120_5,pour water from spoon into ramekin,9,"[27, 1, 7]",pour-from,"['water', 'spoon', 'ramekin']"
P04_120_52,look at countertop,38,[42],look-at,['countertop']
P04_120_54,drag spatula around pan,11,"[20, 5]",drag-around,"['spatula', 'pan']"
P04_120_57,feel temperature of dishwasher,54,[65],feel,['temperature:dishwasher']
P04_120_61,move thermometer end with spatula,11,"[166, 20]",move,"['end:thermometer', 'spatula']"
P04_120_62,drag spatula through milk around pan,25,"[20, 64, 5]",drag-through,"['spatula', 'milk', 'pan']"
P04_120_63,look at cupboard,38,[3],look-at,['cupboard']
P04_120_69,feel temperature of milk in pan,54,"[65, 5]",feel,"['temperature:milk', 'pan']"
P04_120_70,adjust temperature of hob,17,[65],adjust,['temperature:hob']
P04_120_72,look at milk bottle,38,[15],look-at,['bottle:milk']
P04_120_76,bash milk bottle against hand,49,"[15, 11]",bash-against,"['bottle:milk', 'hand']"
P04_120_77,unscrew milk bottle top,71,[15],unscrew,['top:milk:bottle']
P04_120_78,take top away from milk bottle,0,"[42, 15]",take,"['top', 'bottle:milk']"
P04_120_9,crush rennet tablet with spoon,49,"[171, 1]",crush-with,"['tablet:rennet', 'spoon']"
P04_120_91,transfer milk bottle to other hand,11,"[15, 11]",transfer-to,"['bottle:milk', 'hand:other']"
P04_120_93,scoop milk cream out of milk bottle using end of teaspoon,16,"[143, 15, 1]",scoop-out,"['cream:milk', 'bottle:milk', 'end:teaspoon']"
P04_120_94,wipe teaspoon on side of wok,2,"[1, 5]",wipe-on,"['teaspoon', 'side:wok']"
P04_120_95,scrape cream out of milk bottle using end of teaspoon,25,"[143, 15, 1]",scrape-out,"['cream', 'bottle:milk', 'end:teaspoon']"
P04_120_96,eat milk cream,35,[143],eat,['cream:milk']
